question_title,accepted_answer_link,normalized_link
Virtual Servers are unreachable if associated Gateway Load Balancer backend has no healthy NVAs,https://learn.microsoft.com/en-us/azure/architecture/networking/guide/nva-ha#gateway-load-balancer,https://learn.microsoft.com/en-us/azure/architecture/networking/guide/nva-ha
How to conect to VPN using azure data factory linked service,https://learn.microsoft.com/en-us/azure/data-factory/tutorial-managed-virtual-network-on-premise-sql-server,https://learn.microsoft.com/en-us/azure/data-factory/tutorial-managed-virtual-network-on-premise-sql-server
Serial and Model Number for products and services,https://learn.microsoft.com/en-us/azure/virtual-machines/sizes,https://learn.microsoft.com/en-us/azure/virtual-machines/sizes
Error while initial configuration of ASR Replication appliance,https://learn.microsoft.com/en-us/azure/key-vault/general/assign-access-policy?tabs=azure-portal,https://learn.microsoft.com/en-us/azure/key-vault/general/assign-access-policy
how can I store images in CosmosDB and referred to appropriate content,https://learn.microsoft.com/en-us/azure/search/search-howto-index-cosmosdb,https://learn.microsoft.com/en-us/azure/search/search-howto-index-cosmosdb
Azure API Management Self-hosted Gateway - SOAP API not working,https://learn.microsoft.com/en-us/azure/api-management/api-management-howto-api-inspector#enable-tracing-using-ocp-apim-trace-header,https://learn.microsoft.com/en-us/azure/api-management/api-management-howto-api-inspector
Monitor uptime/downtime of individual S2S (IPsec) tunnel on a Virtual network gateway,https://learn.microsoft.com/en-us/azure/network-watcher/network-watcher-monitor-with-azure-automation,https://learn.microsoft.com/en-us/azure/network-watcher/network-watcher-monitor-with-azure-automation
How to load security resources in KQL resource graph explorer to Azure data factory,https://learn.microsoft.com/en-us/azure/azure-functions/functions-compare-logic-apps-ms-flow-webjobs,https://learn.microsoft.com/en-us/azure/azure-functions/functions-compare-logic-apps-ms-flow-webjobs
Searching for advanced learning materials for Azure Cosmos DB,https://learn.microsoft.com/en-us/azure/cosmos-db/scaling-provisioned-throughput-best-practices,https://learn.microsoft.com/en-us/azure/cosmos-db/scaling-provisioned-throughput-best-practices
Asia East and China regions not showing,https://learn.microsoft.com/en-us/azure/china/overview-operations,https://learn.microsoft.com/en-us/azure/china/overview-operations
how to configure the automatic startup of a virtual machine,https://learn.microsoft.com/en-us/azure/azure-functions/start-stop-vms/overview,https://learn.microsoft.com/en-us/azure/azure-functions/start-stop-vms/overview
Is there a limit for endpoint bandwidth quota,https://learn.microsoft.com/en-us/azure/machine-learning/how-to-manage-quotas#azure-machine-learning-managed-online-endpoints,https://learn.microsoft.com/en-us/azure/machine-learning/how-to-manage-quotas
Question about Databricks Cluster Spark Config,https://learn.microsoft.com/en-us/azure/databricks/clusters/configure,https://learn.microsoft.com/en-us/azure/databricks/clusters/configure
Best ways to migrate Azure VM to on-premise VMware,https://learn.microsoft.com/en-us/azure/virtual-machines/windows/download-vhd?tabs=azure-portal,https://learn.microsoft.com/en-us/azure/virtual-machines/windows/download-vhd
Compliance,https://learn.microsoft.com/en-us/azure/azure-government/documentation-government-overview-wwps,https://learn.microsoft.com/en-us/azure/azure-government/documentation-government-overview-wwps
Microsoft.Resources/DeploymentScripts > Environment Variables,https://learn.microsoft.com/en-us/azure/templates/microsoft.resources/deploymentscripts?pivots=deployment-language-bicep#environmentvariable,https://learn.microsoft.com/en-us/azure/templates/microsoft.resources/deploymentscripts
Traffic through Microsoft Backbone Network,https://learn.microsoft.com/en-us/azure/storage/common/storage-analytics-logging,https://learn.microsoft.com/en-us/azure/storage/common/storage-analytics-logging
Unable to create virtual network gateway with sku basic,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-vpn-faq#vpn-basic,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-vpn-faq
Compliance,https://learn.microsoft.com/en-us/azure/compliance/offerings/offering-hipaa-us,https://learn.microsoft.com/en-us/azure/compliance/offerings/offering-hipaa-us
End to End Migration of On-Premises to Azure,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/migrate/azure-best-practices/contoso-migration-overview,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/migrate/azure-best-practices/contoso-migration-overview
Azure Container Instances - Over two hours before starting,https://learn.microsoft.com/en-us/azure/container-instances/container-state#create-start-and-restart-operations,https://learn.microsoft.com/en-us/azure/container-instances/container-state
How to decode data from the database that is Base64 encoded,https://learn.microsoft.com/en-us/azure/azure-functions/functions-overview,https://learn.microsoft.com/en-us/azure/azure-functions/functions-overview
Virtual machines within virtual machines,https://learn.microsoft.com/en-us/azure/virtual-machines/dv3-dsv3-series,https://learn.microsoft.com/en-us/azure/virtual-machines/dv3-dsv3-series
Transition to metrics in Azure Monitor before classic metrics in Azure Storage are retired on 9 January 2024,https://learn.microsoft.com/en-us/azure/storage/common/storage-analytics-metrics,https://learn.microsoft.com/en-us/azure/storage/common/storage-analytics-metrics
Restore Point Collection is missing tags despite being tagged,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-support#microsoftcompute,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-support
Tracking Rule Changes in Azure WAF: Seeking a Master File Solution,https://learn.microsoft.com/en-us/azure/azure-monitor/essentials/activity-log?tabs=powershell,https://learn.microsoft.com/en-us/azure/azure-monitor/essentials/activity-log
I don't have the permission to view the contents in my own azure key vault,https://learn.microsoft.com/en-us/azure/key-vault/general/assign-access-policy?tabs=azure-portal,https://learn.microsoft.com/en-us/azure/key-vault/general/assign-access-policy
Can one vnet integrate with both web app service and postgre flexible server??,https://learn.microsoft.com/en-us/azure/virtual-network/manage-subnet-delegation?tabs=manage-subnet-delegation-portal#delegate-a-subnet-to-an-azure-service,https://learn.microsoft.com/en-us/azure/virtual-network/manage-subnet-delegation
When HBase and Kafka will be available ?,https://learn.microsoft.com/en-us/azure/hdinsight-aks/whats-new#coming-soon,https://learn.microsoft.com/en-us/azure/hdinsight-aks/whats-new
Azure Maps - development questions,https://learn.microsoft.com/en-us/azure/azure-maps/weather-services-faq,https://learn.microsoft.com/en-us/azure/azure-maps/weather-services-faq
502 Bad Gateway error when I use Application Gateway and Azure Firewall together,https://learn.microsoft.com/en-us/azure/architecture/example-scenario/gateway/firewall-application-gateway,https://learn.microsoft.com/en-us/azure/architecture/example-scenario/gateway/firewall-application-gateway
My data source is D365 F and O and I am trying to connect to QA of D365 V38 instance from Azure Synapse using Linked service. But I am receiving a error.,https://learn.microsoft.com/en-us/azure/data-factory/connector-troubleshoot-dynamics-dataverse,https://learn.microsoft.com/en-us/azure/data-factory/connector-troubleshoot-dynamics-dataverse
Issue with my bot,https://learn.microsoft.com/en-us/azure/bot-service/bot-builder-authentication-sso?view=azure-bot-service-4.0&tabs=eml,https://learn.microsoft.com/en-us/azure/bot-service/bot-builder-authentication-sso
What's the difference between an NSG and Azure Firewall ?,https://learn.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview,https://learn.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview
Cold starts in presence of time-triggered functions,https://learn.microsoft.com/en-us/azure/azure-functions/dedicated-plan#always-on,https://learn.microsoft.com/en-us/azure/azure-functions/dedicated-plan
Cant create private endpoint because of subnet delegation,https://learn.microsoft.com/en-us/azure/virtual-network/manage-subnet-delegation?tabs=manage-subnet-delegation-portal,https://learn.microsoft.com/en-us/azure/virtual-network/manage-subnet-delegation
Migrating Storage Account Classic to ARM,https://learn.microsoft.com/en-us/azure/virtual-machines/migration-classic-resource-manager-deep-dive#validate,https://learn.microsoft.com/en-us/azure/virtual-machines/migration-classic-resource-manager-deep-dive
Cav I use an Azure AI services multi-service account to Analyze sentiment and opinions,https://learn.microsoft.com/en-us/azure/ai-services/language-service/language-studio#use-language-studio-with-your-own-text,https://learn.microsoft.com/en-us/azure/ai-services/language-service/language-studio
"I'm using App service plan to host my function app using container image, do I need to upgrade the node version to node 16 LTS",https://learn.microsoft.com/en-us/azure/azure-functions/functions-create-function-linux-custom-image?tabs=in-process%2Cbash%2Cazure-cli%2Cv1&pivots=programming-language-javascript#create-and-configure-a-function-app-on-azure-with-the-image,https://learn.microsoft.com/en-us/azure/azure-functions/functions-create-function-linux-custom-image
Disable an activity in a pipeline,https://learn.microsoft.com/en-us/azure/data-factory/iterative-development-debugging?tabs=data-factory,https://learn.microsoft.com/en-us/azure/data-factory/iterative-development-debugging
Autostar VM,https://learn.microsoft.com/en-us/azure/automation/shared-resources/schedules,https://learn.microsoft.com/en-us/azure/automation/shared-resources/schedules
Nested virtualization in Azure for replication,https://learn.microsoft.com/en-us/azure/site-recovery/hyper-v-azure-tutorial,https://learn.microsoft.com/en-us/azure/site-recovery/hyper-v-azure-tutorial
Why are Network Security Group (NSG) Default Rules Greyed Out?,https://learn.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview,https://learn.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview
"Do we get charged when we create resources like Resource groups, Storage accounts and all those services which are underlined for Azure service?",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-setup-guide/organize-resources,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-setup-guide/organize-resources
404 resource not found,https://learn.microsoft.com/en-us/azure/ai-services/speech-service/get-started-speech-to-text?tabs=linux%2Cterminal&pivots=programming-language-python#set-up-the-environment,https://learn.microsoft.com/en-us/azure/ai-services/speech-service/get-started-speech-to-text
Queries on azure load balancer,https://learn.microsoft.com/en-us/azure/load-balancer/concepts,https://learn.microsoft.com/en-us/azure/load-balancer/concepts
migrate application gateway v1 to a new subscription,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftnetwork,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources
Key Vaults Secrets/Key Expiration,https://learn.microsoft.com/en-us/azure/key-vault/general/azure-policy,https://learn.microsoft.com/en-us/azure/key-vault/general/azure-policy
Unable to connect to VM using Azure Bastion in the Portal,https://learn.microsoft.com/en-us/azure/bastion/kerberos-authentication-portal,https://learn.microsoft.com/en-us/azure/bastion/kerberos-authentication-portal
Java with Azureml,https://learn.microsoft.com/en-us/azure/machine-learning/how-to-configure-cli?tabs=public,https://learn.microsoft.com/en-us/azure/machine-learning/how-to-configure-cli
How to connect SharePoint with Azure OpenAI for automatic document processing,https://learn.microsoft.com/en-us/azure/data-factory/connector-sharepoint-online-list?tabs=data-factory,https://learn.microsoft.com/en-us/azure/data-factory/connector-sharepoint-online-list
Inbound port rules removed automatically,https://learn.microsoft.com/en-us/azure/virtual-network/virtual-network-nsg-manage-log,https://learn.microsoft.com/en-us/azure/virtual-network/virtual-network-nsg-manage-log
Databricks working with files vs working with external tables,https://learn.microsoft.com/en-us/azure/hdinsight/spark/optimize-data-storage,https://learn.microsoft.com/en-us/azure/hdinsight/spark/optimize-data-storage
Azure Function App: Hot name not liberated after deletion of resource,https://learn.microsoft.com/en-us/azure/azure-portal/supportability/how-to-create-azure-support-request,https://learn.microsoft.com/en-us/azure/azure-portal/supportability/how-to-create-azure-support-request
Consequences of deleting disks,https://learn.microsoft.com/en-us/azure/virtual-machines/windows/find-unattached-disks#unmanaged-disks-find-and-delete-unattached-disks,https://learn.microsoft.com/en-us/azure/virtual-machines/windows/find-unattached-disks
"Azure WAF in Frontdoor premium: how to Exclude [{""matchVariableName"":""Method"",""matchVariableValue"":""GET""}",https://learn.microsoft.com/en-us/azure/web-application-firewall/afds/waf-front-door-exclusion#exclude-other-request-attributes,https://learn.microsoft.com/en-us/azure/web-application-firewall/afds/waf-front-door-exclusion
Does the consumption plan of Azure Functions support concurrent processing and automatic scaling,https://learn.microsoft.com/en-us/azure/azure-functions/consumption-plan,https://learn.microsoft.com/en-us/azure/azure-functions/consumption-plan
create one VM in multiple zones,https://learn.microsoft.com/en-us/azure/virtual-machines/availability#availability-zones?wt.mc_id=AZ-MVP-5005255,https://learn.microsoft.com/en-us/azure/virtual-machines/availability
Limits and right choice of load balancers,https://learn.microsoft.com/en-us/azure/architecture/guide/technology-choices/load-balancing-overview,https://learn.microsoft.com/en-us/azure/architecture/guide/technology-choices/load-balancing-overview
Need help choosing the right storage service for auto Backup system,https://learn.microsoft.com/en-us/azure/storage/common/storage-redundancy,https://learn.microsoft.com/en-us/azure/storage/common/storage-redundancy
How to get a FULL arm template ready for deployemnt including all dependent resources like network/storage,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/considerations/infrastructure-as-code,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/considerations/infrastructure-as-code
Does voice and video calling have javascript event listeners like the chat feature?,https://learn.microsoft.com/en-us/azure/communication-services/quickstarts/voice-video-calling/getting-started-with-calling?pivots=platform-web,https://learn.microsoft.com/en-us/azure/communication-services/quickstarts/voice-video-calling/getting-started-with-calling
WAF (v2) Managed Exclusion Rule difficulty with a particular request.,https://learn.microsoft.com/en-us/azure/web-application-firewall/ag/custom-waf-rules-overview,https://learn.microsoft.com/en-us/azure/web-application-firewall/ag/custom-waf-rules-overview
How can I ensure my Static Web App + SQL Database/Server isn't Phishing?,https://learn.microsoft.com/en-us/azure/app-service/overview-security,https://learn.microsoft.com/en-us/azure/app-service/overview-security
SQL Logical Server not visible using Get-AzSqlDatabaseGeoBackup,https://learn.microsoft.com/en-us/azure/synapse-analytics/sql-data-warehouse/backup-and-restore,https://learn.microsoft.com/en-us/azure/synapse-analytics/sql-data-warehouse/backup-and-restore
Change default configuration server in ASR,https://learn.microsoft.com/en-us/azure/site-recovery/physical-manage-configuration-server#delete-or-unregister-a-configuration-server,https://learn.microsoft.com/en-us/azure/site-recovery/physical-manage-configuration-server
How to manage container registry centrally instead of having per resource group?,https://learn.microsoft.com/en-us/azure/container-registry/container-registry-geo-replication,https://learn.microsoft.com/en-us/azure/container-registry/container-registry-geo-replication
How to store App Service (web app) logs in Storage Account,https://learn.microsoft.com/en-us/azure/app-service/configure-connect-to-azure-storage?tabs=basic%2Cportal&pivots=container-linux,https://learn.microsoft.com/en-us/azure/app-service/configure-connect-to-azure-storage
Can Azure Application Insights stop getting logs for specific application / tag for JDK in runtime?,https://learn.microsoft.com/en-us/azure/azure-monitor/app/java-standalone-sampling-overrides,https://learn.microsoft.com/en-us/azure/azure-monitor/app/java-standalone-sampling-overrides
Trouble setting up Azure P2S VPN connection from Mac,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-howto-point-to-site-resource-manager-portal#tunneltype,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-howto-point-to-site-resource-manager-portal
azure site recovery invoke from secondary site,https://learn.microsoft.com/en-us/azure/site-recovery/azure-to-azure-tutorial-failover-failback,https://learn.microsoft.com/en-us/azure/site-recovery/azure-to-azure-tutorial-failover-failback
Failover of a S2S VPN,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable
Log Analytics for Storage Blob ?,https://learn.microsoft.com/en-us/azure/azure-monitor/overview,https://learn.microsoft.com/en-us/azure/azure-monitor/overview
az login Unable to connect to subscription via Azure Firewall,https://learn.microsoft.com/en-us/azure/azure-portal/azure-portal-safelist-urls?tabs=public-cloud,https://learn.microsoft.com/en-us/azure/azure-portal/azure-portal-safelist-urls
Azure Workbook ARM Template,https://learn.microsoft.com/en-us/azure/azure-monitor/visualize/workbooks-automate#arm-template-for-deploying-a-workbook-template,https://learn.microsoft.com/en-us/azure/azure-monitor/visualize/workbooks-automate
"""Storage account - Container - Directory permissions for viewing for a single folder user.""",https://learn.microsoft.com/en-us/azure/storage/common/storage-sas-overview#sas-token,https://learn.microsoft.com/en-us/azure/storage/common/storage-sas-overview
TLS 1.0 disabled in azure keyvault,https://learn.microsoft.com/en-us/azure/key-vault/general/whats-new#june-2023,https://learn.microsoft.com/en-us/azure/key-vault/general/whats-new
Routing from Public Internet to Server in Azure,https://learn.microsoft.com/en-us/azure/architecture/example-scenario/gateway/firewall-application-gateway,https://learn.microsoft.com/en-us/azure/architecture/example-scenario/gateway/firewall-application-gateway
data section disapear in synapse studio,https://learn.microsoft.com/en-us/azure/synapse-analytics/troubleshoot/troubleshoot-synapse-studio,https://learn.microsoft.com/en-us/azure/synapse-analytics/troubleshoot/troubleshoot-synapse-studio
Looking for suggestions for proper architecture.,https://learn.microsoft.com/en-us/azure/app-service/quickstart-nodejs?tabs=windows&pivots=development-environment-vscode,https://learn.microsoft.com/en-us/azure/app-service/quickstart-nodejs
How to get permissions of data content in hive in databricks catalog?,https://learn.microsoft.com/en-us/azure/databricks/data-governance/table-acls/table-acl#--enable-table-access-control-for-a-cluster,https://learn.microsoft.com/en-us/azure/databricks/data-governance/table-acls/table-acl
Recovering data after manual errors,https://learn.microsoft.com/en-us/azure/azure-sql/database/recovery-using-backups?view=azuresql&tabs=azure-portal#point-in-time-restore,https://learn.microsoft.com/en-us/azure/azure-sql/database/recovery-using-backups
Can External users (Guest users in AzureAD) map an Azure File share when using Azure AD DS authentication?,https://learn.microsoft.com/en-us/azure/active-directory-domain-services/faqs#can-guest-users-be-invited-to-my-directory-use-azure-ad-domain-services-,https://learn.microsoft.com/en-us/azure/active-directory-domain-services/faqs
What permissions are needed to utilize auto label in the AI Document Intelligence Studio?,https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/faq?view=doc-intel-3.1.0#why-am-i-receiving-an-authorizationfailure-error-on-project-sharing--auto-label--or-ocr-upgrade-when-my-document-intelligence-or-storage-account-resource-is-configured-with-a-firewall-,https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/faq
Getting error with Polybase in synapse analytics,https://learn.microsoft.com/en-us/azure/data-factory/connector-azure-sql-data-warehouse?tabs=data-factory#use-polybase-to-load-data-into-azure-sql-data-warehouse,https://learn.microsoft.com/en-us/azure/data-factory/connector-azure-sql-data-warehouse
Excel or CSV file to XML - ADF,https://learn.microsoft.com/en-us/azure/databricks/query/formats/xml,https://learn.microsoft.com/en-us/azure/databricks/query/formats/xml
"Bicep templates for Vnet, Subnet and NSG",https://learn.microsoft.com/en-us/azure/templates/Microsoft.Network/virtualNetworks?pivots=deployment-language-bicep,https://learn.microsoft.com/en-us/azure/templates/Microsoft.Network/virtualNetworks
WAF OWASP Exclusion rules Managed Rulesets functioning,https://learn.microsoft.com/en-us/azure/web-application-firewall/ag/create-custom-waf-rules,https://learn.microsoft.com/en-us/azure/web-application-firewall/ag/create-custom-waf-rules
Azure Site Recovery - Exclude disk isn't an option?,https://learn.microsoft.com/en-us/azure/site-recovery/exclude-disks-replication#exclude-limitations,https://learn.microsoft.com/en-us/azure/site-recovery/exclude-disks-replication
How to set TLS maximum fragment length negotiation for Azure IoT Hub,https://learn.microsoft.com/en-us/azure/iot-hub/iot-hub-tls-support#tls-maximum-fragment-length-negotiation-preview,https://learn.microsoft.com/en-us/azure/iot-hub/iot-hub-tls-support
Setting up a Single-Node Cluster in Synapse,https://learn.microsoft.com/en-us/azure/synapse-analytics/spark/apache-spark-autoscale,https://learn.microsoft.com/en-us/azure/synapse-analytics/spark/apache-spark-autoscale
MYSQL flexible server,https://learn.microsoft.com/en-us/azure/mysql/flexible-server/how-to-upgrade#perform-a-planned-major-version-upgrade-from-mysql-57-to-mysql-80-using-the-azure-cli,https://learn.microsoft.com/en-us/azure/mysql/flexible-server/how-to-upgrade
Difference of storage account access permissions read add create write delete list,https://learn.microsoft.com/en-us/azure/role-based-access-control/built-in-roles/general#contributor,https://learn.microsoft.com/en-us/azure/role-based-access-control/built-in-roles/general
Share App Service plan across different Subscriptions,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-limitations/app-service-move-limitations,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-limitations/app-service-move-limitations
Is there a Linux VM with a desktop GUI which I can create as part of my initial free subscription (and use those credits towards the cost)? And how do I access it from the Azure portal (without having to use the cli)?,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/quick-create-portal?tabs=ubuntu,https://learn.microsoft.com/en-us/azure/virtual-machines/linux/quick-create-portal
"Query output limits! (LAWS, PBI)",https://learn.microsoft.com/en-us/azure/azure-monitor/logs/log-powerbi,https://learn.microsoft.com/en-us/azure/azure-monitor/logs/log-powerbi
Bing maps for Azure Marketplace deprecation,https://learn.microsoft.com/en-us/azure/azure-maps/,https://learn.microsoft.com/en-us/azure/azure-maps
How to sync data between MongoDB and Cosmos DB,https://learn.microsoft.com/en-us/azure/cosmos-db/mongodb/pre-migration-steps,https://learn.microsoft.com/en-us/azure/cosmos-db/mongodb/pre-migration-steps
Can we use conditional feature flag targeting in Azure to disable our features?,https://learn.microsoft.com/en-us/azure/azure-app-configuration/concept-feature-management#using-feature-flags-in-your-code,https://learn.microsoft.com/en-us/azure/azure-app-configuration/concept-feature-management
Not able to create new role definition,https://learn.microsoft.com/en-us/azure/role-based-access-control/custom-roles-portal#prerequisites,https://learn.microsoft.com/en-us/azure/role-based-access-control/custom-roles-portal
How can I sent an eMail via smtp.office365.com from an Azure VM with debian installed?,https://learn.microsoft.com/en-us/azure/virtual-network/troubleshoot-outbound-smtp-connectivity,https://learn.microsoft.com/en-us/azure/virtual-network/troubleshoot-outbound-smtp-connectivity
End to End to Secure connection in Application Gateway's Backend Fortigate Firewall VM.,https://learn.microsoft.com/en-us/azure/application-gateway/multiple-site-overview#considerations-and-limitations-of-using-wildcard-or-multiple-host-names-in-a-listener,https://learn.microsoft.com/en-us/azure/application-gateway/multiple-site-overview
Unable to see files uploaded inside  blob container in Azure explorer,https://learn.microsoft.com/en-us/azure/storage/common/storage-explorer-sign-in,https://learn.microsoft.com/en-us/azure/storage/common/storage-explorer-sign-in
My website was set up by another person. I am unable to retrieve my publishing credential and can not find my website on Azure Portal – App Services. How can recover my site?,https://learn.microsoft.com/en-us/azure/app-service/configure-common?tabs=portal,https://learn.microsoft.com/en-us/azure/app-service/configure-common
Estimating time to copy 50TB from Azure file share to Data Box,https://learn.microsoft.com/en-us/azure/databox/data-box-faq?tabs=data-box-and-data-box-heavy,https://learn.microsoft.com/en-us/azure/databox/data-box-faq
How to load data from On-prem to Snowflake using ADF in better way,https://learn.microsoft.com/en-us/azure/data-factory/tutorial-incremental-copy-overview,https://learn.microsoft.com/en-us/azure/data-factory/tutorial-incremental-copy-overview
Difference in placing files in the container filesystem instead of on the content volume in Linux?,https://learn.microsoft.com/en-us/azure/app-service/overview-local-cache,https://learn.microsoft.com/en-us/azure/app-service/overview-local-cache
Source data has updated AFTER the scheduled data share,https://learn.microsoft.com/en-us/azure/data-share/subscribe-to-data-share?tabs=azure-portal,https://learn.microsoft.com/en-us/azure/data-share/subscribe-to-data-share
Azure File Sync to Azure File Share migration cleanup conflict files,https://learn.microsoft.com/en-us/azure/storage/files/storage-files-faq#azure-file-sync,https://learn.microsoft.com/en-us/azure/storage/files/storage-files-faq
Application Insights not showing any data when hosting in Azure App service,https://learn.microsoft.com/en-us/azure/azure-monitor/app/azure-web-apps-net,https://learn.microsoft.com/en-us/azure/azure-monitor/app/azure-web-apps-net
Why are ADF dataflow costs not associated with their pipeline in the Cost Management Lab,https://learn.microsoft.com/en-us/azure/data-factory/pricing-examples-transform-mapping-data-flows,https://learn.microsoft.com/en-us/azure/data-factory/pricing-examples-transform-mapping-data-flows
Application worked after app service restart,https://learn.microsoft.com/en-us/azure/service-health/resource-health-overview,https://learn.microsoft.com/en-us/azure/service-health/resource-health-overview
Private IP address within same region,https://learn.microsoft.com/en-us/azure/storage/common/storage-network-security?tabs=azure-portal#grant-access-from-an-internet-ip-range,https://learn.microsoft.com/en-us/azure/storage/common/storage-network-security
APIM in Internal VNet Mode with User Assigned Managed Identity and Access to Key Vault,https://learn.microsoft.com/en-us/azure/api-management/api-management-howto-use-managed-service-identity#requirements-for-key-vault-firewall,https://learn.microsoft.com/en-us/azure/api-management/api-management-howto-use-managed-service-identity
After attempting failover cloned virtual machine didn't assigned public IP Address,https://learn.microsoft.com/en-us/azure/load-balancer/cross-region-overview,https://learn.microsoft.com/en-us/azure/load-balancer/cross-region-overview
Pipeline not found please publish first,https://learn.microsoft.com/en-us/azure/data-factory/how-to-create-schedule-trigger?tabs=data-factory,https://learn.microsoft.com/en-us/azure/data-factory/how-to-create-schedule-trigger
Is their any feasibility to Accessing on premise Maria DB via SSL-based authentication in ADF,https://learn.microsoft.com/en-us/azure/mariadb/howto-configure-ssl,https://learn.microsoft.com/en-us/azure/mariadb/howto-configure-ssl
Windows 10 licence when creating a virtual machine in Azure,https://learn.microsoft.com/en-us/azure/virtual-machines/windows/windows-desktop-multitenant-hosting-deployment#license-entitlement,https://learn.microsoft.com/en-us/azure/virtual-machines/windows/windows-desktop-multitenant-hosting-deployment
Setup ASR Appliance (Configuration Server) on Window 2022,https://learn.microsoft.com/en-us/azure/site-recovery/vmware-azure-configuration-server-requirements#software-requirements,https://learn.microsoft.com/en-us/azure/site-recovery/vmware-azure-configuration-server-requirements
Azure data flow. Convert dynamics JSON to Columns,https://learn.microsoft.com/en-us/azure/data-factory/data-flow-derived-column#building-schemas-using-the-expression-builder,https://learn.microsoft.com/en-us/azure/data-factory/data-flow-derived-column
Synapse - Spark Livy Session creation time increased,https://learn.microsoft.com/en-us/azure/synapse-analytics/spark/apache-spark-performance,https://learn.microsoft.com/en-us/azure/synapse-analytics/spark/apache-spark-performance
metric monitor,https://learn.microsoft.com/en-us/azure/machine-learning/monitor-azure-machine-learning?view=azureml-api-2,https://learn.microsoft.com/en-us/azure/machine-learning/monitor-azure-machine-learning
Is it possible to use a logic apps static IP to access SQL Server,https://learn.microsoft.com/en-us/azure/storage/common/storage-network-security?tabs=azure-portal,https://learn.microsoft.com/en-us/azure/storage/common/storage-network-security
How to use CLI for developing Azure OpenAI project?,https://learn.microsoft.com/en-us/azure/ai-services/openai/how-to/azure-developer-cli,https://learn.microsoft.com/en-us/azure/ai-services/openai/how-to/azure-developer-cli
how to configure ssml,https://learn.microsoft.com/en-us/azure/cognitive-services/speech-service/speech-synthesis-markup-voice#adjust-emphasis,https://learn.microsoft.com/en-us/azure/cognitive-services/speech-service/speech-synthesis-markup-voice
Availability Zones Change,https://learn.microsoft.com/en-us/azure/virtual-machines/windows/tutorial-availability-sets,https://learn.microsoft.com/en-us/azure/virtual-machines/windows/tutorial-availability-sets
Possibility to use prompt flow with private endpoint?,https://learn.microsoft.com/en-us/azure/machine-learning/prompt-flow/how-to-secure-prompt-flow?view=azureml-api-2#secure-prompt-flow-with-workspace-managed-virtual-network,https://learn.microsoft.com/en-us/azure/machine-learning/prompt-flow/how-to-secure-prompt-flow
DR for Azure VMware Solution,"https://learn.microsoft.com/en-us/azure/azure-vmware/deploy-zerto-disaster-recovery#:~:text=,in%20a%20different%20Azure%20Region",https://learn.microsoft.com/en-us/azure/azure-vmware/deploy-zerto-disaster-recovery
How to fix Message: The client '******@udel.edu' with object id 'b2f8efeb-f39e-485e-afef-2c7b6d76b51c' does not have authorization to perform action 'Microsoft.Resources/subscriptions/resourcegroups/write' over scope '/subscriptions/b77429ef-b956-4dd3-b7,https://learn.microsoft.com/en-us/azure/role-based-access-control/rbac-and-directory-admin-roles#differences-between-azure-roles-and-azure-ad-roles,https://learn.microsoft.com/en-us/azure/role-based-access-control/rbac-and-directory-admin-roles
Does Azure Funcion App on a pricing tier of Standard (S2) support vnet integration?,https://learn.microsoft.com/en-us/azure/app-service/overview-vnet-integration,https://learn.microsoft.com/en-us/azure/app-service/overview-vnet-integration
"What are the RBAC roles used for Infrastructure spun up? For example, VM creation, deletion, admin tasks etc, Do we have list of highly privileged roles that we should convert into PIM?",https://learn.microsoft.com/en-us/azure/role-based-access-control/custom-roles,https://learn.microsoft.com/en-us/azure/role-based-access-control/custom-roles
Cosmos DB Hierarchical Keys,https://learn.microsoft.com/en-us/azure/cosmos-db/hierarchical-partition-keys?tabs=net-v3%2Cbicep,https://learn.microsoft.com/en-us/azure/cosmos-db/hierarchical-partition-keys
